"AchievedFillRates_Avg","AchievedFillRates_Total","HoldingCosts","TargetFillRates","Method"
0.766899056452484,0.753887049084392,53916121.7213208,0.75,"TSB"
0.776097679625524,0.763276023565422,55408565.8918036,0.76,"TSB"
0.785284495003284,0.772675234980285,56948552.1301462,0.77,"TSB"
0.794508552127769,0.782131602609053,58566862.9402721,0.78,"TSB"
0.803732949883219,0.791612709494586,60261092.749353,0.79,"TSB"
0.812993096566107,0.801133057959813,62034474.660618,0.8,"TSB"
0.822286415361278,0.810710562638945,63901533.3966646,0.81,"TSB"
0.831452529020892,0.820179726435005,65868079.0517431,0.82,"TSB"
0.840677018172931,0.829713724145344,67926787.2977857,0.83,"TSB"
0.849861206090654,0.839227247988016,70146131.5762478,0.84,"TSB"
0.859062365179203,0.848756980309258,72462134.2917828,0.85,"TSB"
0.868260527829294,0.858345575000043,74972664.5888168,0.86,"TSB"
0.877525856317749,0.867982795126537,77649190.9290549,0.87,"TSB"
0.886641768001284,0.877538119782363,80545565.0967145,0.88,"TSB"
0.895919369662273,0.887252116912609,83694714.7965428,0.89,"TSB"
0.904982397349194,0.896786967700768,87136302.9802718,0.9,"TSB"
0.914084497487166,0.90637897470283,90928592.5514103,0.91,"TSB"
0.92329585902233,0.916137331879689,95183695.5917548,0.92,"TSB"
0.93235345612112,0.92576431507235,100001866.211459,0.93,"TSB"
0.941402868116022,0.935431392922525,105539129.389101,0.94,"TSB"
0.95048849160899,0.945176100854272,112098112.900576,0.95,"TSB"
0.959511783331671,0.954905453385269,120109237.569426,0.96,"TSB"
0.968621960385105,0.964790066079408,130352765.034887,0.97,"TSB"
0.977484087988278,0.974481883186348,143835941.137497,0.98,"TSB"
0.984305414714538,0.981997498775833,159907473.309999,0.99,"TSB"
